no,chapter,speaker,content,Additional Info
253,3,Nick_narrator,argued Lucille sceptically;,
254,3,Nick_narrator,One of the men nodded in confirmation.,
255,3,Nick_narrator,he assured us positively.,
256,3,Nick_narrator,"said the first girl,  As our credulity switched back to her she leaned forward with enthusiasm.",
257,3,Nick_narrator,She narrowed her eyes and shivered. Lucille shivered. We all turned and looked around for Gatsby. It was testimony to the romantic speculation he inspired that there were whispers about him from those who had found little that it was necessary to whisper about in this world.,
258,3,Nick_narrator,"The first supper—there would be another one after midnight—was now being served, and Jordan invited me to join her own party, who were spread around a table on the other side of the garden. There were three married couples and Jordan’s escort, a persistent undergraduate given to violent innuendo, and obviously under the impression that sooner or later Jordan was going to yield him up her person to a greater or lesser degree. Instead of rambling, this party had preserved a dignified homogeneity, and assumed to itself the function of representing the staid nobility of the countryside—East Egg condescending to West Egg and carefully on guard against its spectroscopic gaiety.",
259,3,Nick_narrator,"whispered Jordan, after a somehow wasteful and inappropriate half-hour;",
260,3,Nick_narrator,"We got up, and she explained that we were going to find the host: I had never met him, she said, and it was making me uneasy. The undergraduate nodded in a cynical, melancholy way.",
261,3,Nick_narrator,"The bar, where we glanced first, was crowded, but Gatsby was not there. She couldn’t find him from the top of the steps, and he wasn’t on the veranda. On a chance we tried an important-looking door, and walked into a high Gothic library, panelled with carved English oak, and probably transported complete from some ruin overseas.",
262,3,Nick_narrator,"A stout, middle-aged man, with enormous owl-eyed spectacles, was sitting somewhat drunk on the edge of a great table, staring with unsteady concentration at the shelves of books. As we entered he wheeled excitedly around and examined Jordan from head to foot.",
263,3,Nick_narrator,he demanded impetuously.,
264,3,Nick_narrator,He waved his hand toward the bookshelves.,
265,3,Nick_narrator,He nodded.,
266,3,Nick_narrator,"Taking our scepticism for granted, he rushed to the bookcases and returned with Volume One of the Stoddard Lectures.",
267,3,Nick_narrator,he cried triumphantly.,
268,3,Nick_narrator,"He snatched the book from me and replaced it hastily on its shelf, muttering that if one brick was removed the whole library was liable to collapse.",
269,3,Nick_narrator,he demanded.,
270,3,Nick_narrator,"Jordan looked at him alertly, cheerfully, without answering.",
271,3,Nick_narrator,he continued.,
272,3,Nick_narrator,We shook hands with him gravely and went back outdoors.,
273,3,Nick_narrator,"There was dancing now on the canvas in the garden; old men pushing young girls backward in eternal graceless circles, superior couples holding each other tortuously, fashionably, and keeping in the corners—and a great number of single girls dancing individually or relieving the orchestra for a moment of the burden of the banjo or the traps. By midnight the hilarity had increased. A celebrated tenor had sung in Italian, and a notorious contralto had sung in jazz, and between the numbers people were doing ""stunts"" all over the garden, while happy, vacuous bursts of laughter rose toward the summer sky. A pair of stage twins, who turned out to be the girls in yellow, did a baby act in costume, and champagne was served in glasses bigger than finger-bowls. The moon had risen higher, and floating in the Sound was a triangle of silver scales, trembling a little to the stiff, tinny drip of the banjoes on the lawn.",
274,3,Nick_narrator,"I was still with Jordan Baker. We were sitting at a table with a man of about my age and a rowdy little girl, who gave way upon the slightest provocation to uncontrollable laughter. I was enjoying myself now. I had taken two finger-bowls of champagne, and the scene had changed before my eyes into something significant, elemental, and profound.",
275,3,Nick_narrator,At a lull in the entertainment the man looked at me and smiled.,
276,3,Nick_narrator,he said politely.,
277,3,Nick_narrator,"We talked for a moment about some wet, grey little villages in France. Evidently he lived in this vicinity, for he told me that he had just bought a hydroplane, and was going to try it out in the morning.",
278,3,Nick_narrator,It was on the tip of my tongue to ask his name when Jordan looked around and smiled.,
279,3,Nick_narrator,she inquired.,
280,3,Nick_narrator,"I turned again to my new acquaintance.  I waved my hand at the invisible hedge in the distance,",
281,3,Nick_narrator,For a moment he looked at me as if he failed to understand.,
282,3,Nick_narrator,he said suddenly.,
283,3,Nick_narrator,I exclaimed.,
284,3,Nick_narrator,"He smiled understandingly—much more than understandingly. It was one of those rare smiles with a quality of eternal reassurance in it, that you may come across four or five times in life. It faced—or seemed to face—the whole eternal world for an instant, and then concentrated on you with an irresistible prejudice in your favour. It understood you just so far as you wanted to be understood, believed in you as you would like to believe in yourself, and assured you that it had precisely the impression of you that, at your best, you hoped to convey. Precisely at that point it vanished—and I was looking at an elegant young roughneck, a year or two over thirty, whose elaborate formality of speech just missed being absurd. Some time before he introduced himself I’d got a strong impression that he was picking his words with care.",
285,3,Nick_narrator,Almost at the moment when Mr. Gatsby identified himself a butler hurried toward him with the information that Chicago was calling him on the wire. He excused himself with a small bow that included each of us in turn.,
286,3,Nick_narrator,he urged me.,
287,3,Nick_narrator,When he was gone I turned immediately to Jordan—constrained to assure her of my surprise. I had expected that Mr. Gatsby would be a florid and corpulent person in his middle years.,
288,3,Nick_narrator,I demanded.,
289,3,Nick_narrator,she answered with a wan smile.,
290,3,Nick_narrator,"A dim background started to take shape behind him, but at her next remark it faded away.",
291,3,Nick_narrator,"she insisted,",
292,3,Nick_narrator,Something in her tone reminded me of the other girl’s  and had the effect of stimulating my curiosity. I would have accepted without question the information that Gatsby sprang from the swamps of Louisiana or from the lower East Side of New York. That was comprehensible. But young men didn’t—at least in my provincial inexperience I believed they didn’t—drift coolly out of nowhere and buy a palace on Long Island Sound.,
293,3,Nick_narrator,"said Jordan, changing the subject with an urban distaste for the concrete.",
294,3,Nick_narrator,"There was the boom of a bass drum, and the voice of the orchestra leader rang out suddenly above the echolalia of the garden.",
295,3,Nick_narrator,"he cried. ""At the request of Mr. Gatsby we are going to play for you Mr. Vladmir Tostoff’s latest work, which attracted so much attention at Carnegie Hall last May. If you read the papers you know there was a big sensation."" He smiled with jovial condescension, and added:  Whereupon everybody laughed.",
296,3,Nick_narrator,"he concluded lustily, ""as ‘Vladmir Tostoff’s Jazz History of the World!’ """,
297,3,Nick_narrator,"The nature of Mr. Tostoff’s composition eluded me, because just as it began my eyes fell on Gatsby, standing alone on the marble steps and looking from one group to another with approving eyes. His tanned skin was drawn attractively tight on his face and his short hair looked as though it were trimmed every day. I could see nothing sinister about him. I wondered if the fact that he was not drinking helped to set him off from his guests, for it seemed to me that he grew more correct as the fraternal hilarity increased. When the ""Jazz History of the World"" was over, girls were putting their heads on men’s shoulders in a puppyish, convivial way, girls were swooning backward playfully into men’s arms, even into groups, knowing that someone would arrest their falls—but no one swooned backward on Gatsby, and no French bob touched Gatsby’s shoulder, and no singing quartets were formed with Gatsby’s head for one link.",
298,3,Nick_narrator,Gatsby’s butler was suddenly standing beside us.,
299,3,Nick_narrator,he inquired.,
300,3,Nick_narrator,she exclaimed in surprise.,
301,3,Nick_narrator,"She got up slowly, raising her eyebrows at me in astonishment, and followed the butler toward the house. I noticed that she wore her evening-dress, all her dresses, like sports clothes—there was a jauntiness about her movements as if she had first learned to walk upon golf courses on clean, crisp mornings.",
302,3,Nick_narrator,"I was alone and it was almost two. For some time confused and intriguing sounds had issued from a long, many-windowed room which overhung the terrace. Eluding Jordan’s undergraduate, who was now engaged in an obstetrical conversation with two chorus girls, and who implored me to join him, I went inside.",
303,3,Nick_narrator,"The large room was full of people. One of the girls in yellow was playing the piano, and beside her stood a tall, red-haired young lady from a famous chorus, engaged in song. She had drunk a quantity of champagne, and during the course of her song she had decided, ineptly, that everything was very, very sad—she was not only singing, she was weeping too. Whenever there was a pause in the song she filled it with gasping, broken sobs, and then took up the lyric again in a quavering soprano. The tears coursed down her cheeks—not freely, however, for when they came into contact with her heavily beaded eyelashes they assumed an inky colour, and pursued the rest of their way in slow black rivulets. A humorous suggestion was made that she sing the notes on her face, whereupon she threw up her hands, sank into a chair, and went off into a deep vinous sleep.",
304,3,Nick_narrator,explained a girl at my elbow.,
305,3,Nick_narrator,"I looked around. Most of the remaining women were now having fights with men said to be their husbands. Even Jordan’s party, the quartet from East Egg, were rent asunder by dissension. One of the men was talking with curious intensity to a young actress, and his wife, after attempting to laugh at the situation in a dignified and indifferent way, broke down entirely and resorted to flank attacks—at intervals she appeared suddenly at his side like an angry diamond, and hissed:  into his ear.",
306,3,Nick_narrator,The reluctance to go home was not confined to wayward men. The hall was at present occupied by two deplorably sober men and their highly indignant wives. The wives were sympathizing with each other in slightly raised voices.,
307,3,Nick_narrator,said one of the men sheepishly.,
308,3,Nick_narrator,"In spite of the wives’ agreement that such malevolence was beyond credibility, the dispute ended in a short struggle, and both wives were lifted, kicking, into the night.",
309,3,Nick_narrator,"As I waited for my hat in the hall the door of the library opened and Jordan Baker and Gatsby came out together. He was saying some last word to her, but the eagerness in his manner tightened abruptly into formality as several people approached him to say goodbye.",
310,3,Nick_narrator,"Jordan’s party were calling impatiently to her from the porch, but she lingered for a moment to shake hands.",
311,3,Nick_narrator,she whispered.,
312,3,Nick_narrator,she repeated abstractedly.  She yawned gracefully in my face.  She was hurrying off as she talked—her brown hand waved a jaunty salute as she melted into her party at the door.,
313,3,Nick_narrator,"Rather ashamed that on my first appearance I had stayed so late, I joined the last of Gatsby’s guests, who were clustered around him. I wanted to explain that I’d hunted for him early in the evening and to apologize for not having known him in the garden.",
314,3,Nick_narrator,he enjoined me eagerly.  The familiar expression held no more familiarity than the hand which reassuringly brushed my shoulder.,
315,3,Nick_narrator,"Then the butler, behind his shoulder:",
316,3,Nick_narrator,"He smiled—and suddenly there seemed to be a pleasant significance in having been among the last to go, as if he had desired it all the time.",
317,3,Nick_narrator,"But as I walked down the steps I saw that the evening was not quite over. Fifty feet from the door a dozen headlights illuminated a bizarre and tumultuous scene. In the ditch beside the road, right side up, but violently shorn of one wheel, rested a new coupé which had left Gatsby’s drive not two minutes before. The sharp jut of a wall accounted for the detachment of the wheel, which was now getting considerable attention from half a dozen curious chauffeurs. However, as they had left their cars blocking the road, a harsh, discordant din from those in the rear had been audible for some time, and added to the already violent confusion of the scene.",
318,3,Nick_narrator,"A man in a long duster had dismounted from the wreck and now stood in the middle of the road, looking from the car to the tyre and from the tyre to the observers in a pleasant, puzzled way.",
319,3,Nick_narrator,he explained.,
320,3,Nick_narrator,"The fact was infinitely astonishing to him, and I recognized first the unusual quality of wonder, and then the man—it was the late patron of Gatsby’s library.",
321,3,Nick_narrator,He shrugged his shoulders.,
322,3,Nick_narrator,he said decisively.,
323,3,Nick_narrator,"said Owl Eyes, washing his hands of the whole matter.",
324,3,Nick_narrator,"he explained indignantly,",
325,3,Nick_narrator,An awed hush fell upon the bystanders.,
326,3,Nick_narrator,explained the criminal.,
327,3,Nick_narrator,"The shock that followed this declaration found voice in a sustained  as the door of the coupé swung slowly open. The crowd—it was now a crowd—stepped back involuntarily, and when the door had opened wide there was a ghostly pause. Then, very gradually, part by part, a pale, dangling individual stepped out of the wreck, pawing tentatively at the ground with a large uncertain dancing shoe.",
328,3,Nick_narrator,"Blinded by the glare of the headlights and confused by the incessant groaning of the horns, the apparition stood swaying for a moment before he perceived the man in the duster.",
329,3,Nick_narrator,he inquired calmly.,
330,3,Nick_narrator,"Half a dozen fingers pointed at the amputated wheel—he stared at it for a moment, and then looked upward as though he suspected that it had dropped from the sky.",
331,3,Nick_narrator,someone explained.,
332,3,Nick_narrator,He nodded.,
333,3,Nick_narrator,"A pause. Then, taking a long breath and straightening his shoulders, he remarked in a determined voice:",
334,3,Nick_narrator,"At least a dozen men, some of them a little better off than he was, explained to him that wheel and car were no longer joined by any physical bond.",
335,3,Nick_narrator,he suggested after a moment.,
336,3,Nick_narrator,He hesitated.,
337,3,Nick_narrator,he said.,
338,3,Nick_narrator,"The caterwauling horns had reached a crescendo and I turned away and cut across the lawn toward home. I glanced back once. A wafer of a moon was shining over Gatsby’s house, making the night fine as before, and surviving the laughter and the sound of his still glowing garden. A sudden emptiness seemed to flow now from the windows and the great doors, endowing with complete isolation the figure of the host, who stood on the porch, his hand up in a formal gesture of farewell.",
339,3,Nick_narrator,"Reading over what I have written so far, I see I have given the impression that the events of three nights several weeks apart were all that absorbed me. On the contrary, they were merely casual events in a crowded summer, and, until much later, they absorbed me infinitely less than my personal affairs.",
340,3,Nick_narrator,"Most of the time I worked. In the early morning the sun threw my shadow westward as I hurried down the white chasms of lower New York to the Probity Trust. I knew the other clerks and young bond-salesmen by their first names, and lunched with them in dark, crowded restaurants on little pig sausages and mashed potatoes and coffee. I even had a short affair with a girl who lived in Jersey City and worked in the accounting department, but her brother began throwing mean looks in my direction, so when she went on her vacation in July I let it blow quietly away.",
341,3,Nick_narrator,"I took dinner usually at the Yale Club—for some reason it was the gloomiest event of my day—and then I went upstairs to the library and studied investments and securities for a conscientious hour. There were generally a few rioters around, but they never came into the library, so it was a good place to work. After that, if the night was mellow, I strolled down Madison Avenue past the old Murray Hill Hotel, and over 33rd Street to the Pennsylvania Station.",
342,3,Nick_narrator,"I began to like New York, the racy, adventurous feel of it at night, and the satisfaction that the constant flicker of men and women and machines gives to the restless eye. I liked to walk up Fifth Avenue and pick out romantic women from the crowd and imagine that in a few minutes I was going to enter into their lives, and no one would ever know or disapprove. Sometimes, in my mind, I followed them to their apartments on the corners of hidden streets, and they turned and smiled back at me before they faded through a door into warm darkness. At the enchanted metropolitan twilight I felt a haunting loneliness sometimes, and felt it in others—poor young clerks who loitered in front of windows waiting until it was time for a solitary restaurant dinner—young clerks in the dusk, wasting the most poignant moments of night and life.",
343,3,Nick_narrator,"Again at eight o’clock, when the dark lanes of the Forties were lined five deep with throbbing taxicabs, bound for the theatre district, I felt a sinking in my heart. Forms leaned together in the taxis as they waited, and voices sang, and there was laughter from unheard jokes, and lighted cigarettes made unintelligible circles inside. Imagining that I, too, was hurrying towards gaiety and sharing their intimate excitement, I wished them well.",
344,3,Nick_narrator,"For a while I lost sight of Jordan Baker, and then in midsummer I found her again. At first I was flattered to go places with her, because she was a golf champion, and everyone knew her name. Then it was something more. I wasn’t actually in love, but I felt a sort of tender curiosity. The bored haughty face that she turned to the world concealed something—most affectations conceal something eventually, even though they don’t in the beginning—and one day I found what it was. When we were on a house-party together up in Warwick, she left a borrowed car out in the rain with the top down, and then lied about it—and suddenly I remembered the story about her that had eluded me that night at Daisy’s. At her first big golf tournament there was a row that nearly reached the newspapers—a suggestion that she had moved her ball from a bad lie in the semifinal round. The thing approached the proportions of a scandal—then died away. A caddy retracted his statement, and the only other witness admitted that he might have been mistaken. The incident and the name had remained together in my mind.",
345,3,Nick_narrator,"Jordan Baker instinctively avoided clever, shrewd men, and now I saw that this was because she felt safer on a plane where any divergence from a code would be thought impossible. She was incurably dishonest. She wasn’t able to endure being at a disadvantage and, given this unwillingness, I suppose she had begun dealing in subterfuges when she was very young in order to keep that cool, insolent smile turned to the world and yet satisfy the demands of her hard, jaunty body.",
346,3,Nick_narrator,"It made no difference to me. Dishonesty in a woman is a thing you never blame deeply—I was casually sorry, and then I forgot. It was on that same house-party that we had a curious conversation about driving a car. It started because she passed so close to some workmen that our fender flicked a button on one man’s coat.",
347,3,Nick_narrator,I protested.,
348,3,Nick_narrator,she said lightly.,
349,3,Nick_narrator,she insisted.,
350,3,Nick_narrator,she answered.,
351,3,Nick_narrator,"Her grey, sun-strained eyes stared straight ahead, but she had deliberately shifted our relations, and for a moment I thought I loved her. But I am slow-thinking and full of interior rules that act as brakes on my desires, and I knew that first I had to get myself definitely out of that tangle back home. I’d been writing letters once a week and signing them: ""Love, Nick,"" and all I could think of was how, when that certain girl played tennis, a faint moustache of perspiration appeared on her upper lip. Nevertheless there was a vague understanding that had to be tactfully broken off before I was free.",
352,3,Nick_narrator,"Everyone suspects himself of at least one of the cardinal virtues, and this is mine: I am one of the few honest people that I have ever known.",
353,4,Nick_narrator,"On Sunday morning while church bells rang in the villages alongshore, the world and its mistress returned to Gatsby’s house and twinkled hilariously on his lawn.",
354,4,Nick_narrator,"said the young ladies, moving somewhere between his cocktails and his flowers.",
355,4,Nick_narrator,"Once I wrote down on the empty spaces of a timetable the names of those who came to Gatsby’s house that summer. It is an old timetable now, disintegrating at its folds, and headed ""This schedule in effect July 5th, 1922."" But I can still read the grey names, and they will give you a better impression than my generalities of those who accepted Gatsby’s hospitality and paid him the subtle tribute of knowing nothing whatever about him.",
356,4,Nick_narrator,"From East Egg, then, came the Chester Beckers and the Leeches, and a man named Bunsen, whom I knew at Yale, and Doctor Webster Civet, who was drowned last summer up in Maine. And the Hornbeams and the Willie Voltaires, and a whole clan named Blackbuck, who always gathered in a corner and flipped up their noses like goats at whosoever came near. And the Ismays and the Chrysties (or rather Hubert Auerbach and Mr. Chrystie’s wife), and Edgar Beaver, whose hair, they say, turned cotton-white one winter afternoon for no good reason at all.",
357,4,Nick_narrator,"Clarence Endive was from East Egg, as I remember. He came only once, in white knickerbockers, and had a fight with a bum named Etty in the garden. From farther out on the Island came the Cheadles and the O. R. P. Schraeders, and the Stonewall Jackson Abrams of Georgia, and the Fishguards and the Ripley Snells. Snell was there three days before he went to the penitentiary, so drunk out on the gravel drive that Mrs. Ulysses Swett’s automobile ran over his right hand. The Dancies came, too, and S. B. Whitebait, who was well over sixty, and Maurice A. Flink, and the Hammerheads, and Beluga the tobacco importer, and Beluga’s girls.",
358,4,Nick_narrator,"From West Egg came the Poles and the Mulreadys and Cecil Roebuck and Cecil Schoen and Gulick the State senator and Newton Orchid, who controlled Films Par Excellence, and Eckhaust and Clyde Cohen and Don S. Schwartz (the son) and Arthur McCarty, all connected with the movies in one way or another. And the Catlips and the Bembergs and G. Earl Muldoon, brother to that Muldoon who afterward strangled his wife. Da Fontano the promoter came there, and Ed Legros and James B. (""Rot-Gut"") Ferret and the De Jongs and Ernest Lilly—they came to gamble, and when Ferret wandered into the garden it meant he was cleaned out and Associated Traction would have to fluctuate profitably next day.",
359,4,Nick_narrator,"A man named Klipspringer was there so often that he became known as ""the boarder""—I doubt if he had any other home. Of theatrical people there were Gus Waize and Horace O’Donavan and Lester Myer and George Duckweed and Francis Bull. Also from New York were the Chromes and the Backhyssons and the Dennickers and Russel Betty and the Corrigans and the Kellehers and the Dewars and the Scullys and S. W. Belcher and the Smirkes and the young Quinns, divorced now, and Henry L. Palmetto, who killed himself by jumping in front of a subway train in Times Square.",
360,4,Nick_narrator,"Benny McClenahan arrived always with four girls. They were never quite the same ones in physical person, but they were so identical one with another that it inevitably seemed they had been there before. I have forgotten their names—Jaqueline, I think, or else Consuela, or Gloria or Judy or June, and their last names were either the melodious names of flowers and months or the sterner ones of the great American capitalists whose cousins, if pressed, they would confess themselves to be.",
361,4,Nick_narrator,"In addition to all these I can remember that Faustina O’Brien came there at least once and the Baedeker girls and young Brewer, who had his nose shot off in the war, and Mr. Albrucksburger and Miss Haag, his fiancée, and Ardita Fitz-Peters and Mr. P. Jewett, once head of the American Legion, and Miss Claudia Hip, with a man reputed to be her chauffeur, and a prince of something, whom we called Duke, and whose name, if I ever knew it, I have forgotten.",
362,4,Nick_narrator,All these people came to Gatsby’s house in the summer.,
363,4,Nick_narrator,"At nine o’clock, one morning late in July, Gatsby’s gorgeous car lurched up the rocky drive to my door and gave out a burst of melody from its three-noted horn.",
364,4,Nick_narrator,"It was the first time he had called on me, though I had gone to two of his parties, mounted in his hydroplane, and, at his urgent invitation, made frequent use of his beach.",
365,4,Nick_narrator,"He was balancing himself on the dashboard of his car with that resourcefulness of movement that is so peculiarly American—that comes, I suppose, with the absence of lifting work in youth and, even more, with the formless grace of our nervous, sporadic games. This quality was continually breaking through his punctilious manner in the shape of restlessness. He was never quite still; there was always a tapping foot somewhere or the impatient opening and closing of a hand.",
366,4,Nick_narrator,He saw me looking with admiration at his car.,
367,4,Nick_narrator,He jumped off to give me a better view.,
368,4,Nick_narrator,"I’d seen it. Everybody had seen it. It was a rich cream colour, bright with nickel, swollen here and there in its monstrous length with triumphant hatboxes and supper-boxes and toolboxes, and terraced with a labyrinth of windshields that mirrored a dozen suns. Sitting down behind many layers of glass in a sort of green leather conservatory, we started to town.",
369,4,Nick_narrator,"I had talked with him perhaps half a dozen times in the past month and found, to my disappointment, that he had little to say. So my first impression, that he was a person of some undefined consequence, had gradually faded and he had become simply the proprietor of an elaborate roadhouse next door.",
370,4,Nick_narrator,And then came that disconcerting ride. We hadn’t reached West Egg village before Gatsby began leaving his elegant sentences unfinished and slapping himself indecisively on the knee of his caramel-coloured suit.,
371,4,Nick_narrator,"he broke out surprisingly,",
372,4,Nick_narrator,"A little overwhelmed, I began the generalized evasions which that question deserves.",
373,4,Nick_narrator,he interrupted.,
374,4,Nick_narrator,So he was aware of the bizarre accusations that flavoured conversation in his halls.,
375,4,Nick_narrator,His right hand suddenly ordered divine retribution to stand by.,
376,4,Nick_narrator,"He looked at me sideways—and I knew why Jordan Baker had believed he was lying. He hurried the phrase ""educated at Oxford,"" or swallowed it, or choked on it, as though it had bothered him before. And with this doubt, his whole statement fell to pieces, and I wondered if there wasn’t something a little sinister about him, after all.",
377,4,Nick_narrator,I inquired casually.,
378,4,Nick_narrator,"His voice was solemn, as if the memory of that sudden extinction of a clan still haunted him. For a moment I suspected that he was pulling my leg, but a glance at him convinced me otherwise.",
379,4,Nick_narrator,"With an effort I managed to restrain my incredulous laughter. The very phrases were worn so threadbare that they evoked no image except that of a turbaned ""character"" leaking sawdust at every pore as he pursued a tiger through the Bois de Boulogne.",
380,4,Nick_narrator,Little Montenegro! He lifted up the words and nodded at them—with his smile. The smile comprehended Montenegro’s troubled history and sympathized with the brave struggles of the Montenegrin people. It appreciated fully the chain of national circumstances which had elicited this tribute from Montenegro’s warm little heart. My incredulity was submerged in fascination now; it was like skimming hastily through a dozen magazines.,
381,4,Nick_narrator,"He reached in his pocket, and a piece of metal, slung on a ribbon, fell into my palm.",
382,4,Nick_narrator,"To my astonishment, the thing had an authentic look. ""Orderi di Danilo,"" ran the circular legend, ""Montenegro, Nicolas Rex.""",
383,4,Nick_narrator,"I read,",
384,4,Nick_narrator,"It was a photograph of half a dozen young men in blazers loafing in an archway through which were visible a host of spires. There was Gatsby, looking a little, not much, younger—with a cricket bat in his hand.",
385,4,Nick_narrator,"Then it was all true. I saw the skins of tigers flaming in his palace on the Grand Canal; I saw him opening a chest of rubies to ease, with their crimson-lighted depths, the gnawings of his broken heart.",
386,4,Nick_narrator,"he said, pocketing his souvenirs with satisfaction,  He hesitated.",
387,4,Nick_narrator,"I hadn’t the faintest idea what ""this matter"" was, but I was more annoyed than interested. I hadn’t asked Jordan to tea in order to discuss Mr. Jay Gatsby. I was sure the request would be something utterly fantastic, and for a moment I was sorry I’d ever set foot upon his overpopulated lawn.",
388,4,Nick_narrator,"He wouldn’t say another word. His correctness grew on him as we neared the city. We passed Port Roosevelt, where there was a glimpse of red-belted oceangoing ships, and sped along a cobbled slum lined with the dark, undeserted saloons of the faded-gilt nineteen-hundreds. Then the valley of ashes opened out on both sides of us, and I had a glimpse of Mrs. Wilson straining at the garage pump with panting vitality as we went by.",
389,4,Nick_narrator,"With fenders spread like wings we scattered light through half Astoria—only half, for as we twisted among the pillars of the elevated I heard the familiar ""jug-jug-spat!"" of a motorcycle, and a frantic policeman rode alongside.",
390,4,Nick_narrator,"called Gatsby. We slowed down. Taking a white card from his wallet, he waved it before the man’s eyes.",
391,4,Nick_narrator,"agreed the policeman, tipping his cap.",
392,4,Nick_narrator,I inquired.,
393,4,Nick_narrator,"Over the great bridge, with the sunlight through the girders making a constant flicker upon the moving cars, with the city rising up across the river in white heaps and sugar lumps all built with a wish out of nonolfactory money. The city seen from the Queensboro Bridge is always the city seen for the first time, in its first wild promise of all the mystery and the beauty in the world.",
394,4,Nick_narrator,"A dead man passed us in a hearse heaped with blooms, followed by two carriages with drawn blinds, and by more cheerful carriages for friends. The friends looked out at us with the tragic eyes and short upper lips of southeastern Europe, and I was glad that the sight of Gatsby’s splendid car was included in their sombre holiday. As we crossed Blackwell’s Island a limousine passed us, driven by a white chauffeur, in which sat three modish negroes, two bucks and a girl. I laughed aloud as the yolks of their eyeballs rolled toward us in haughty rivalry.",
395,4,Nick_narrator,"Anything can happen now that we’ve slid over this bridge, I thought; ""anything at all…""",
396,4,Nick_narrator,"Even Gatsby could happen, without any particular wonder.",
397,4,Nick_narrator,"Roaring noon. In a well-fanned Forty-second Street cellar I met Gatsby for lunch. Blinking away the brightness of the street outside, my eyes picked him out obscurely in the anteroom, talking to another man.",
398,4,Nick_narrator,"A small, flat-nosed Jew raised his large head and regarded me with two fine growths of hair which luxuriated in either nostril. After a moment I discovered his tiny eyes in the half-darkness.",
399,4,Nick_narrator,"said Mr. Wolfshiem, shaking my hand earnestly,",
400,4,Nick_narrator,I inquired politely.,
401,4,Nick_narrator,"But evidently he was not addressing me, for he dropped my hand and covered Gatsby with his expressive nose.",
402,4,Nick_narrator,"Gatsby took an arm of each of us and moved forward into the restaurant, whereupon Mr. Wolfshiem swallowed a new sentence he was starting and lapsed into a somnambulatory abstraction.",
403,4,Nick_narrator,asked the head waiter.,
404,4,Nick_narrator,"said Mr. Wolfshiem, looking at the presbyterian nymphs on the ceiling.",
405,4,Nick_narrator,"agreed Gatsby, and then to Mr. Wolfshiem:",
406,4,Nick_narrator,"said Mr. Wolfshiem,",
407,4,Nick_narrator,I asked.,
408,4,Nick_narrator,brooded Mr. Wolfshiem gloomily.,
409,4,Nick_narrator,I asked innocently.,
410,4,Nick_narrator,Mr. Wolfshiem’s nose flashed at me indignantly.,
411,4,Nick_narrator,"I said, remembering.",
412,4,Nick_narrator,His nostrils turned to me in an interested way.,
413,4,Nick_narrator,The juxtaposition of these two remarks was startling. Gatsby answered for me:,
414,4,Nick_narrator,"he exclaimed,",
415,4,Nick_narrator,Mr. Wolfshiem seemed disappointed.,
416,4,Nick_narrator,"said Mr. Wolfshiem,",
417,4,Nick_narrator,"A succulent hash arrived, and Mr. Wolfshiem, forgetting the more sentimental atmosphere of the old Metropole, began to eat with ferocious delicacy. His eyes, meanwhile, roved very slowly all around the room—he completed the arc by turning to inspect the people directly behind. I think that, except for my presence, he would have taken one short glance beneath our own table.",
418,4,Nick_narrator,"said Gatsby, leaning toward me,",
419,4,Nick_narrator,"There was the smile again, but this time I held out against it.",
420,4,Nick_narrator,"I answered,",
421,4,Nick_narrator,he assured me.,
422,4,Nick_narrator,"Suddenly he looked at his watch, jumped up, and hurried from the room, leaving me with Mr. Wolfshiem at the table.",
423,4,Nick_narrator,"said Mr. Wolfshiem, following him with his eyes.",
424,4,Nick_narrator,I inquired.,
425,4,Nick_narrator,"he answered in a gratified way. I made the pleasure of his acquaintance just after the war. But I knew I had discovered a man of fine breeding after I talked with him an hour. I said to myself: ‘There’s the kind of man you’d like to take home and introduce to your mother and sister.’ "" He paused.",
426,4,Nick_narrator,"I hadn’t been looking at them, but I did now. They were composed of oddly familiar pieces of ivory.",
427,4,Nick_narrator,he informed me.,
428,4,Nick_narrator,I inspected them.,
429,4,Nick_narrator,He flipped his sleeves up under his coat.,
430,4,Nick_narrator,When the subject of this instinctive trust returned to the table and sat down Mr. Wolfshiem drank his coffee with a jerk and got to his feet.,
431,4,Nick_narrator,"he said,",
432,4,Nick_narrator,"said Gatsby, without enthusiasm. Mr. Wolfshiem raised his hand in a sort of benediction.",
433,4,Nick_narrator,he announced solemnly.  He supplied an imaginary noun with another wave of his hand.,
434,4,Nick_narrator,As he shook hands and turned away his tragic nose was trembling. I wondered if I had said anything to offend him.,
435,4,Nick_narrator,explained Gatsby.,
436,4,Nick_narrator,"Gatsby hesitated, then added, coolly:",
437,4,Nick_narrator,I repeated.,
438,4,Nick_narrator,"The idea staggered me. I remembered, of course, that the World’s Series had been fixed in 1919, but if I had thought of it at all I would have thought of it as a thing that merely happened, the end of some inevitable chain. It never occurred to me that one man could start to play with the faith of fifty million people—with the single-mindedness of a burglar blowing a safe.",
439,4,Nick_narrator,I asked after a minute.,
440,4,Nick_narrator,I insisted on paying the check. As the waiter brought my change I caught sight of Tom Buchanan across the crowded room.,
441,4,Nick_narrator,I said;,
442,4,Nick_narrator,When he saw us Tom jumped up and took half a dozen steps in our direction.,
443,4,Nick_narrator,he demanded eagerly.,
